title,overview,homepage
Teen Beach Movie,"Cowabunga! Catch a perfect wave of fun in the sun, splashed with excitement, surprises and budding romance. Life's a beach for surfers Brady (Ross Lynch) and McKenzie (Maia Mitchell) – until a rogue wave magically transports them inside the classic '60s beach party flick, ""Wet Side Story,"" where a full-blown rivalry between bikers and surfers threatens to erupt. There, amidst a sea of surfing, singing and dancing, Brady and Mack accidentally change the storyline, and the film’s dreamy hero and heroine fall for them instead of for each other! Can our heroes get the plot back on track, or will they be trapped there forever? Overflowing with hilarious comedy and high-energy musical numbers, ""Teen Beach Movie"" makes it an endless summer all year long!",http://www.disneychannel.disney.com/teen-beach-movie
Behind Enemy Lines III: Colombia,Navy SEALS mount an attack on Colombian special forces to clear their names and rescue a hostage.,http://belc.wwe.com
The Monuments Men,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",http://www.monumentsmen.com/
The Lego Movie,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",http://www.thelegomovie.com
The Road,A 12 year old cold case is reopened when three teens are missing in an old abandoned road where a gruesome murder is left undiscovered for three decades.,http://nobodyleavestheroad.com/
RoboCop,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",http://www.robocop.com
Crave,"Aiden (Josh Lawson) craves a better life. A life away from his gruesome job as a crime scene photographer, working alongside his detective friend Pete (Ron Perlman). A meaningful life where he can escape the hard streets of Detroit, fall in love with the perfect woman and save the world from evil. As Aiden's dark imagination starts to leak into reality, he meets Virginia (Emma Lung), a younger woman with her own dilemmas and desires. Estranged from her boyfriend Ravi (Edward Furlong,) Virginia explores an uncertain relationship with Aiden, who becomes increasingly emboldened to live out his vigilante fantasies. But as Virginia is faced with the disturbing truth of Aiden's inner life, Aiden learns that he will pay a terrible price for his twisted imagination.",http://www.cravethefilm.com
Nymphomaniac: Vol. II,The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,http://www.magpictures.com/nymphomaniac/
Between Us,A New York couple and their Midwestern friends find that drastic changes have occurred in their respective lives since they last met.,http://betweenusmovie.com/
Eternal Flame of Gehenna,"Finnish black metal is known for it's extreme views and merciless no-compromise approach.  As a music genre, black metal differs from the others by having a strong ideological contest. Satanic values, glorification of evil and unsolidarity, as well as pure hatred towards christian and multicultural society, are more than just childish rebellion for the people involved.  Eternal Flame of Gehenna examines the phenomena through interviewing the key figures of the moment. It gives the face to a subculture seen as a threat to common safety by Finnish Security Intelligence.  In this movie you find out about thoughts of a grave violator, grave robber and hear what they feel when the old wooden church is burning down. Eternal Flame of Gehenna is also a view on the history and the current state of finnish black metal featuring bands like Azaghal, Azazel, Barathrum, Beherit, Enochian Crescent, Goatmoon, Goatmoon, Horna, Satanic Warmaster etc.",http://www.levykauppax.fi/movie/loputon_gehennan_liekki/
Beware the Gonzo,"Eddie ""Gonzo"" Gilman is starting a revolution. When the wild-eyed rebel journalist is ousted from his prep school's newspaper by its über-popular editor, Eddie fronts an underground movement to give a voice to all the misfits, outcasts, and nerds. Soon the power of the press is in Eddie's hands... but will he use it wisely?",http://bewarethegonzo.webs.com/
Don 2: The King is Back,"In 2006, with the ever looming dangers of the underworld in Malaysia, Don broke the morale of his associates by infiltrating the gang with an alias and taking advantage of the enmity of Singhania &amp; Vardhaan. He rose to become the undisputed King of the Asian underworld with his shrewd mind and merciless tactics. Now, having conquered the Asian underworld, Don (Khan) has his sights set on European domination. In his way are the bosses of the existing European underworld and all law enforcement agencies. The action shifts from Kuala Lumpur to Berlin as Don must avoid assassination or arrest, whichever comes first, in order for his plan to succeed.",http://don2thefilm.com/
Quest for a Heart,"When the most mischievous resident of Rolli Village befriends a beautiful elf girl, the hopelessly mismatched pair embarks on a magical adventure to save the Forest of Elves by traveling to the Land of Winter and recovering the mythical magical heart in this animated tale of wonder for the entire family.",http://www.rollinsydan.com/
The Elephant in the Living Room,"A film about the controversial world of exotic animal ownership within the suburbs of the United States. ""The Elephant in the Living Room"" offers an unprecedented glimpse into the fascinating subculture of trading and raising the most deadly and exotic animals in the world as common household pets.",http://www.theelephantinthelivingroom.com/
A Long Way Down,"Four lost souls decide to end their lives on the same night, New Year's Eve. When they meet unintentionally at the same suicide hotspot, they mutually agree to call off their plans for six weeks, forming an unconventional, dysfunctional family.",http://www.alongwaydownmovie.co.uk
The Zero Theorem,"A computer hacker's goal to discover the reason for human existence continually finds his work interrupted thanks to the Management; this time, they send a teenager and lusty love interest to distract him.",http://www.thezerotheorem-movie.com
Winter's Tale,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",http://www.winterstalemovie.com/
Cavemen,"""Cavemen"" is a comedic film with a slight edge of drama revolving around the lives of somewhat single, somewhat unemployed guys living in a warehouse converted to living quarters in the 'Arts District' of Downtown Los Angeles, California they are toiling adulthood and realities of love.",http://wellgousa.com/theatrical/cavemen
Agenda Grinding America Down,"When Idaho Legislator Curtis Bowers wrote a ""letter to the editor"" about the drastic changes in America's culture, it became the feature story on the evening news, people protested at the Capitol, and for weeks the local newspapers were filled with responses. He realized then... he'd hit on something. Ask almost anyone and you'll hear, ""Communism is dead! The Berlin Wall came down."" Thought the word communism isn't used anymore, this film will show the ideas behind it are alive and well. Join Bowers for a fascinating look at the people and groups that have successfully targeted America's morality and freedom in their effort to grind America down. It's a well documented AGENDA.",http://agendadocumentary.com/
Fagbug,"On the 11th Annual National Day of Silence, Erin Davies was victim to a hate crime in Albany, New York. Because of sporting a rainbow sticker on her VW Beetle, Erin's car was vandalized, left with the words ""fag"" and ""u r gay"" placed on the driver's side window and hood of her car. Despite initial shock and embarrassment, Erin decided to embrace what happened by leaving the graffiti on her car. She took her car, now known worldwide as the ""fagbug,"" on a 58-day trip around the United States and Canada. Along the way, Erin discovered other, more serious hate crimes, had people attempt to remove the graffiti, and experimented with having a male drive her car. After driving the fagbug for one year, Erin decided to give her car a makeover.",http://fagbug.com/
Attila,"When American soldiers inadvertently steal Attila the Hun's secret riches, the wrath of the barbarian is awakened; the mummified warrior will stop at nothing to kill the intruders.",http://www.theasylum.cc/product.php?id=232
Bickford Shmeckler's Cool Ideas,"When his journal of bright ideas is stolen, college freshman Bickford Schmeckler (Fugit) has to blanket the campus in order to locate it.",http://www.bickfordmovie.com
Big Bad Wolf,"In Cameron, a group of hunters is attacked by a wild animal, and Charlie Cowley survives, but sees his brother Scott dying. Seven years later, his teenage nephew Derek Cowley steals the key of his stepfather's cabin in the isolated Fire Road 13, and travels with four classmates and his friend Sam to spend the weekend having a party with booze and sex. However, they are attacked by a Beast that kills his friends in a sadistic way. Sam and Derek survive, and they suspect that his stepfather, Mitchell Toblat, is a werewolf. When Charlie meets Derek and Sam, they decide to collect evidence to prove that Mitchell is the Beast and kill him, but Mitchell discovers their plot and chases the trio.",http://www.bigbadwolfmovie.net/
Big Easy Express,"Indie folk heroes Edward Sharpe &amp; The Magnetic Zeros, Tennessee’s Old Crow Medicine Show, and Britain’s acclaimed Mumford &amp; Sons, climbed aboard a beautiful vintage train in California, setting out for New Orleans, Louisiana on a “tour of dreams”. The resulting film from this journey is nothing short of magical.  Part road movie and part concert film, BIG EASY EXPRESS bears witness to the birth of a new musical era. With poignancy and beauty, Malloy documents these incredible musicians as they ride the rails and wow the crowds, from Oakland… to New Orleans.",http://www.bigeasyexpress.com/
Love Story 2050,No overview found.,http://www.lovestory2050.com/
The Summit,"The Summit is a 2012 documentary film about the 2008 K2 disaster directed by Nick Ryan. It combines documentary footage with dramatized recreations of the events of the 2008 K2 disaster. On the way to and from the summit, eleven climbers died during a short time span creating one of the worst catastophes in climbing history. Much of the documentary footage was captured by Swedish mountaineer Fredrik Sträng. Sträng was planning to do a Documentary which was aborted due to the fact that he did not reach the summit. The footage was still valuable to help solving what really did happen since all the climbers had different stories about what happened.",http://thesummitfilm.com
GLOW: The Story of the Gorgeous Ladies of Wrestling,"The year is 1986. Gorgeous Ladies of Wrestling (GLOW) is about to burst onto the scene as the first ever all-female wrestling show on television. By 1989, the GLOW girls were an international phenomenon, attracting over seven million viewers worldwide, touring the nation and making big bank for the show's producers. One year later, GLOW was gone. GLOW: THE STORY OF THE GORGEOUS LADIES OF WRESTLING chronicles the rise and fall of this hit television show through the stories of those who lived it. For some, the show was a brief foray into acting and a short-lived adventure. For others, their time in GLOW would impact and influence their lives for years to follow. For all of the women, working on GLOW was a unique and exciting experience that will bond them forever.",http://www.glowthemovie.com/
This American Journey,"As children, British actor Paul Blackthorne and Australian photographer Mister Basquali both fell in love with America. Later they each fulfilled their dream to live here, but after two wars, a near economic collapse, and uncertainty about the country's direction, these two expats began to have doubts -- was America still the great place they once dreamed of? They drive across America to find out, interviewing random people about issues that affect and confront us all. From the ghetto to the gun show, the courthouse to the cattle yard, they are touched by the wisdom and insight of the people they meet. This American Journey is a cinematic postcard from the people to the people, teaching us that hearts can be healed at the most unexpected times and in the most unexpected places.",http://www.thisamericanjourney.com/
Chouchou,"Choukri, alias Chouchou, a transvestite Maghrebi with clear eyes, comes illegally to Paris to find his nephew. Hired as an assistant by a psychotherapist, known for his good mood, he also work as a waiter in a transvestite cabaret of Clichy where he meets Stanislas.",http://www.warnerbros.fr/movies/chouchou/
The Invisible Woman,"A man is abandoned by his wife and then falls in love with his neighbor, the perfect, ideal woman. The only problem: she doesn't exist!",http://wwws.br.warnerbros.com/amulherinvisivel/
The Painting,Three characters living in an unfinished painting venture out into the real world in search of their creator to convince him to finish his work.,http://www.letableau-lefilm.fr/
Are All Men Pedophiles?,"For the first time a documentary examines the global impact of pedophilia from a cultural and professional perspective. We live in a society that condemns pedophiles, though biological instinct and world cultures throughout history suggest that an attraction to adolescents is as natural as it is unavoidable. The fashion industry on the one hand sexualizes ever-younger girls while those who act on these instincts are reviled. The apparent hypocrisy at the heart of society forces the question: What do we mean when we talk about Pedophilia? The film explores the many dangers children face and exposes the systematic violation of children rights by societies, presenting the testimony of both victims and perpetrators. It also looks at how the pedophilia hysteria that has led to the mass incarceration adults and children. In conclusion, we are faced with both the contradiction of a society which sexualizes youth and the question: Are All Men Pedophiles?",http://areallmenpedophiles.com/
Nightmare Factory,"Nightmare Factory, directed by Donna Davies (Zombiemania), is the story of how one Pittsburgh boy’s fascination with monsters drove him to the very top of the Hollywood food chain. In 1989, Greg Nicotero, much to his parents’ chagrin, quit medical school and headed for Hollywood to pursue a dream of making monsters. Together with gore masters Howard Berger and Robert Kurtzman, Nicotero went on to create KNB EFX Group, one of the most prolific makeup effects studios in the world. After twenty years as the “go to guy” for the world’s most successful horror/sci-fi films, Greg Nicotero is the first one directors like Quentin Tarantino and Robert Rodriguez call.",http://press.epixhd.com/programming/nightmare-factory/
Life of a King,"Life of a King is the true story of one man's mission to give inner city kids of Washington DC something he never had - a future. After being incarcerated for eighteen years, Eugene Brown established the Big Chair Chess Club to get kids off the streets and working towards lives they never believed they were capable of. This is his inspirational story.",http://www.lifeofakingmovie.com/
An Oversimplification of Her Beauty,"A quixotic artist hypothesizes about why he feels bad when a mystery girl stands him up. The event prompts him to ask: what's the content of a momentary feeling? Is it the sum of your experiences? And perhaps more importantly, are your experiences the sum of you?",http://oversimplification.mvmt.com/
Bring It On: Fight to the Finish,"Christina Milian stars as sassy cheer captain Lina Cruz, whose world is turned upside-down when her family moves from the urban streets of East Los Angeles to the sunny beach town of Malibu. At her new school, Lina clashes with Avery, the ultra-competitive all-star cheer captain, while also falling for Avery's super-cute brother, Evan.",http://www.bringitonmovie.com
Mater and the Ghostlight,"Mater, the rusty but trusty tow truck from Cars, spends a day in Radiator Springs playing scary pranks on his fellow townsfolk. That night at Flo's V8 Café, the Sheriff tells the story of the legend of the Ghostlight, and as everyone races home Mater is left alone primed for a good old-fashioned scare.",http://www.pixar.com/short_films/Home-Entertainment-Shorts/Mater-and-the-Ghostlight
Your Friend the Rat,"Let's face it, rats are not the most beloved creatures on earth. However, maybe this little tale about the history of human and rat interaction will change the world's tune. At least that is the hope of Remy, the star of Ratatouille, and his reluctant brother Emile as they guide us through world history from a rat's perspective. Why can't we all just get along?",http://www.pixar.com/short_films/Home-Entertainment-Shorts/Your-Friend-the-Rat
Dug's Special Mission,"Dug's Special Mission will give ""a little bit of the backstory of what Dug was actually doing"" before encountering Carl and Russell in Up.",http://www.pixar.com/short_films/Home-Entertainment-Shorts/Dug's-Special-Mission
Highway,"Right before her wedding, a young woman finds herself abducted and held for ransom. As the initial days pass, she begins to develop a strange bond with her kidnapper.",http://highwaythefilm.com/
Interstellar,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,http://www.interstellarmovie.net/
An Amish Murder,"In ""An Amish Murder"", the peaceful Amish farming community of Painter’s Mill, Ohio, is shattered when a series of brutal murders leaves the town with a sense of frailty and loss of innocence. Among the most affected by the tragedy was Kate Burkholder (Campbell), a young girl who survived the terror and, as a result, left the Amish life behind. Fifteen years later, Kate returns to Painter’s Mill as its Chief of Police. Certain she’s come to terms with her past, Kate’s renewed life in her hometown is shattered when a murder investigation triggers deep-seated emotions from her childhood and exposes a dark secret that could destroy her.",http://www.mylifetime.com/movies/an-amish-murder
Everybody Street,"Celebrated filmmaker and photographer Cheryl Dunn turns her lens on the pioneers and masters of New York street photography. Dunn profiles artists spanning six decades, including Bruce Davidson, Mary Ellen Mark, Jill Freedman, Jeff Mermelstein and Martha Cooper, revealing that these shooters are as colourful and unique as the subjects they’ve relentlessly documented. Everybody Street explores the passion that compelled Freedman to spend years riding in squad cars during the most violent years in the city; Bruce Gilden’s drive to thrust his camera in people’s faces to capture a moment; and Martha Cooper’s dedication to chasing graffiti on passing subway cars in the Bronx. The film is a definitive look at the iconic visionaries of this often imitated art form.",http://www.everybodystreet.com
Bill Maher: '...But I'm Not Wrong',"In front of a live audience at the Raleigh Memorial Auditorium at the Progress Energy Center for the Performing Arts in Raleigh, North Carolina, the Emmy-nominated host of Real Time with Bill Maher performs an all-new hour of stand-up comedy.  Among the topics Bill discusses in his ninth HBO solo special are: Whether the ""Great Recession"" is really over; the fake patriotism of the right wing; what goes on in the mind of a terrorist; why Obama needs a posse instead of the secret service; the drug war; Michael Jackson; getting out of Iraq and Afghanistan; racism; the Teabagger movement; religion; the health-care fight; why Gov. Mark Sanford will come out looking good, and how silly it is to ask ""Why do men cheat?""; and why comedy most definitely didn't die when George Bush left office.",http://www.hbo.com/comedy/bill-maher-but-im-not-wrong/index.html
Fire In The Blood,"An intricate tale of ""medicine, monopoly and malice"", FIRE IN THE BLOOD tells the story of how Western pharmaceutical companies and governments blocked access to low-cost AIDS drugs for the countries of the global south in the years after 1996 - causing ten million or more unnecessary deaths - and the improbable group of people who decided to fight back. Shot on four continents and including contributions from global figures such as Bill Clinton, Desmond Tutu and Joseph Stiglitz, FIRE IN THE BLOOD is the never-before-told true story of the remarkable coalition which came together to stop 'the crime of the century' and save millions of lives in the process.",http://www.fireintheblood.com/
Tell Them Anything You Want: A Portrait of Maurice Sendak,A loving look at one of the most cherished and controversial figures in children's literature.,http://www.hbo.com/documentaries/tell-them-anything-you-want-a-portrait-of-maurice-sendak/index.html
Breathe In,"When a foreign exchange student arrives in a small upstate New York town, she challenges the dynamics of her host family's relationships and alters their lives forever.",https://www.facebook.com/BreatheInMovie
Pandora's Promise,"The atomic bomb, the specter of a global nuclear holocaust, and disasters like Fukushima have made nuclear energy synonymous with the darkest nightmares of the modern world. But what if everyone has nuclear power wrong? What if people knew that there are reactors that are self-sustaining and fully controllable and ones that require no waste disposal? What if nuclear power is the only energy source that has the ability to stop climate change?",http://robertstoneproductions.com/pandoras-promise/
A Gentle Breeze in the Village,"Based on a popular manga, the film is a tender coming-of-age love story set deep in Japan's countryside. When eighth grade cool guy Hiromi transfers from Tokyo to a small elementary/middle school with only six kids enrolled, wholesome and honest Soyo becomes enthralled with his sophisticated world.",http://www.tenkoke.com/
Bitter Feast,A celebrity chef exacts revenge on a food blogger who torpedoes his career.,http://www.bitterfeastthefilm.com/
300: Rise of an Empire,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",http://www.300themovie.com/
First Squad: The Moment of Truth,Set during the opening days of World War II on the Eastern Front. Its main cast are a group of Soviet teenagers with extraordinary abilities; the teenagers have been drafted to form a special unit to fight the invading German army. They are opposed by a Schutzstaffel officer who is attempting to raise from the dead a supernatural army of crusaders from the 12th-century Order of the Sacred Cross.,http://www.first-squad.com
Particle Fever,Physicists are on the cusp of the greatest scientific discovery of all time -- or perhaps their greatest failure.,http://particlefever.com/
Black Heaven,"An innocent young man becomes enamored with a mysterious girl. He is lured into ""Black Hole"" - a dark, obscure video game world of avatars with deadly serious intentions in the real world.",http://www.ifcfilms.com/films/black-heaven
Threads of Destiny,"94 years after The Battle of Yavin, the New Republic has been resurrected and democracy once again rules the galaxy. The Jedi Order is reestablished on the planet Yavin 4, and has continued to train new Jedi Knights in the art of peace and justice. But all is not peaceful in this new world. With the fall of the Dark Empire, the ancient Skenvi Empire now comes out of the shadow to make its move. The Skenvi now oppose the New Republic for control over the galaxy with their aggressively growing empire. The Skenvi seek to seize control of all the galaxy's most valuable resources to cripple their enemies. And if a planet refuses to join them, they have been known to take very aggressive actions. Caught in between this struggle over the fate of the galaxy is the little planet of Coreign. The planet possesses a very powerful resource that would greatly favor the side that has access to it if a galactic war was to emerge.",http://www.tirzitis.se/tod/
Black Widow,"Mel, a photo journalist, gets suspicious when her best friend Danny start dating Olivia a wealthy but mysterious woman. She enlists the help of her assistant in investigating Olivia's past and present occupation putting herself in danger.",http://www.mylifetime.com/movies/dark-beauty
Dead Genesis,"Seven months have passed since the dead took over. Many cities and states have been abandoned and left to die. Several self sufficient hunting groups have been established to take on the threat in a war aptly referred to as the 'War on Dead'. Jillian Hurst, a former news writer and amateur documentarian, has set out to make a pro-war propaganda film to support the W.O.D. She joins up with a pack of renegade hunters known infamously to North America as 'the deadheads'. The moral dynamics and hardships of fighting in a war against the undead are told from several different perspectives.",http://www.deadgenesisthemovie.com/
Dick Figures: The Movie,"Two best friends, Red and Blue, risk everything to find the greatest treasure of all time.",http://www.mondomedia.com/shows/dick-figures-the-movie/
Choppertown: The Sinners,"Choppertown is the world’s first motorcycle documentary about the renowned hot rod and motorcycle club, the Sinners. Modern day greasers, the Sinners are all about the old school. None of them is old enough to have experienced the hot rod heydays of the ‘50s and ‘60s, but still they live on the edge of society chopping cars and bikes and searching for vintage parts to make their “Rat Rods”, “Trumps”, “Mercs”, and “Bobbers” into rolling works of art.",http://www.choppertown.com/choppertown-full-movie-download/
Buddies,"Colegas (Buddies) is a road movie that shows the simple things in life in a poetic light through the eyes of three young people with Down syndrome, who love movies and work at the video library of the institution where they have always lived in. One day, inspired by the movie ""Thelma &amp; Louise"", they decide to run away using the gardener's old car to have a freedom experience. They travel to uncommon places in search for three simple wishes: Stalone wants to see the sea, Aninha looks for a husband and Marcio needs to fly. During this search, they embark on several adventures as if life was just a children's play",https://www.facebook.com/colegasofilme
Breaking the Taboo,"Narrated by Morgan Freeman, this groundbreaking new documentary uncovers the UN sanctioned war on drugs, charting its origins and its devastating impact on countries like the USA, Colombia and Russia. Featuring prominent statesmen including Presidents Clinton and Carter, the film follows The Global Commission on Drug Policy on a mission to break the political taboo and expose the biggest failure of global policy in the last 50 years",http://quebrandootabu.com.br/
Elena Undone,"Before crossing paths with Peyton, falling for a woman was an unimaginable situation for Elena, a straight wife and mother. The friendship between Peyton, an out lesbian writer, and Elena, the wife of an anti-gay paster who has never experienced true love, transforms swiftly from a one-sided crush into a torrid extramarital affair. Despite their attraction, Peyton, jaded in a number of ways, has strong reservations about becoming involved with a married straight woman; Elena, recognizing that she is caught in a loveless marriage, can barely begin to rationalize the nature and magnitude of her desires.  As their relationship evolves, Elena confronts the choice of leaving her husband or  ending her involvement with Peyton to save her unraveling and unrewarding marriage and return to a drab and automated life. Above all, Elena faces the looming challenge of convincing Peyton that the two women have a bright future together despite their unfavorable circumstances",http://elenaundone.com/
Barefoot,"The ""black sheep"" son of a wealthy family meets a young psychiatric patient who's been raised in isolation her entire life. He takes the naive young woman home for his brother's wedding an improbable romance blooms, as she impresses everyone with her genuine, simple charms.
 Remake of the German film ""Barfuss"" (2005).",http://barefootthemovie.com/
You've Been Trumped,"In this David and Goliath story for the 21st century, a group of proud Scottish homeowners take on celebrity tycoon Donald Trump as he buys up one of Scotland's last wilderness areas to build a golf resort.",http://www.youvebeentrumped.com/youvebeentrumped.com/THE_MOVIE.html
Veronica Mars,"Years after walking away from her past as a teenage private eye, Veronica Mars gets pulled back to her hometown - just in time for her high school reunion - in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.",http://theveronicamarsmovie.com
8,"""8""—a new play by Academy-award winning screenwriter Dustin Lance Black (Milk, J. Edgar)—demystifies the debate around marriage equality by chronicling the landmark trial of Perry v. Schwarzenegger. A one time show was done live on youtube with a superstar cast",http://www.8theplay.com/
The Great Passage,"Majime, an eccentric man in publishing company, who has unique ability of words, joins the team that will compile a new dictionary, ‘The Great Passage.’ In the eclectic team, he becomes immersed in the world of dictionaries. But the team is overwhelmed with problems. Will ‘The Great Passage’ ever be completed?",http://fune-amu.com/
Chiko,"This is the story of Isa, who grows up in a Hamburg suburb. It might be one of the world's richest cities but every beast has its belly and here, in the very underbelly, Chiko lives in a world where violence, staking and keeping a claim, and drug taking are the norm. Where down is not an option, Chiko is determined to rise to the top, whatever and whomever it costs.",http://www.chiko-derfilm.de/
Fightville,"FIGHTVILLE is about the art and sport of fighting: a microcosm of life, a physical manifestation of that other brutal contest called the American Dream...",http://www.fightville.net/
Blind Faith,"in 1957 an African-American criminal lawyer (Courtney B. Vance) defends his nephew, who faces the death penalty for murdering a white boy. Charles S. Dutton, Kadeem Hardison, Garland Whitt and Lonette McKee costar in this drama of racial and social tensions.",http://www.sho.com/sho/movies/titles/97913/blind-faith#/index
Meth,"But it is a devastating expose of party-n-play culture. It's hard to depict methamphetamine use with any sensitivity, but this movie's dry and frank style bring this plague into startling focus. It's very compassionate and gives a lot of context and insight into how Gay culture and drug culture meet. It is heartbreaking to know that the majority of the men interviewed for this movie are HIV-positive. This movie includes graphic sexual content and vivid depictions of drug use, but it serves a very valuable purpose. it is an eloquent call for social responsibility.",http://www.methfilm.com
Superpower,Superpower illustrates how the United States has leveraged its position to ensure unilateral world domination through absolute economic and military superiority and government deception.,http://superpowerthemovie.com/home.html
Head Over Heels,"After being left by her husband and fired from her work, a workaholic businesswoman is forced to go through a big change in her life and becomes a partner on a decadent sex shop.",http://www.depernasproarofilme.com.br
Cosmic Psychos: Blokes You Can Trust,"Form small beginnings on a Victorian farm to globetrotting punk rock icons, the Cosmic Psychos became one of Australia's most influential bands. Now after thirty years of music making, 'Cosmic Psychos: Blokes You Can Trust' documents the highs and lows of the group's musical career as told by members from the Melvins, L7, Mud Honey, Pearl Jam, and The Hard-Ons with other international music producers and from the Cosmic Psycho band members themselves.",http://www.cosmicpsychos.com.au/
"Bless Me, Ultima","In a village in New Mexico, the life of young farm boy Antonio is dramatically changed when an old medicine woman joins his household. This affecting coming-of-age tale recounts Antonio's experiences to reveal the spiritual conflict in his community.",http://www.blessmeultima.com/
From Within,The residents of a small American town begin to die one-by-one apparently by suicide...,http://www.fromwithinmovie.com
Blood Night: The Legend of Mary Hatchet,"Local teens have long commemorated the death of 'Mary Hatchet' -- a girl who took an ax and killed her family in the 1970s -- with the aptly named Blood Night. But things never got truly bloody until Mary's ghost (Samantha Facchi) decided to make an appearance. Dead bodies are piling up, and Mary seems to be calling the shots. But there are secrets about her past that have yet to be uncovered. Nate Dushku co-stars in this slasher flick.",http://bloodnightmovie.com/
Captain America: The Winter Soldier,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",http://www.captainamericathewintersoldiermovie.com
Pioneer,"Pioneer is set in the early '80s, at the beginning of the Norwegian Oil Boom. Enormous oil and gas deposits are discovered in the North Sea and the authorities aim to bring the oil ashore through a pipeline from depths of 500 meters. A professional diver, Petter, obsessed with reaching the bottom of the Norwegian Sea has the discipline, strength and courage to take on the world's most dangerous mission. But a sudden, tragic accident changes everything. Petter is sent on a perilous journey where he loses sight of who's pulling the strings. Gradually he realizes that he is in way over his head and that his life is at stake.",http://www.pioneerthefilm.com/
Naked Harbour,Naked Harbour is a movie about Finnish love in the year 2011. It is a story about people who seek love and acceptance at any cost. During one winter week all its characters face something irreversible.,http://vuosaarielokuva.fi/
Kill Me Now,"When nerds Dennis and Noah crash a party thrown by the local jocks and hot girls in a remote cabin, they must combat a brainy serial murderer known as the Driller Killer, who uses power tools to rid the world of idiots, one clueless teen at a time.",http://www.cracked.com/quick-fixes/trailer-swaims-feature-length-horror-movie/
Mass Effect: Paragon Lost,"An untold chapter in the Mass Effect saga, following the early career of Alliance Marine, James Vega, as he leads a squad of elite special forces into battle against a mysterious alien threat known as The Collectors. Stationed at a colony in a remote star system, Vega and his troops must protect the inhabitants from an invasion of the deadly insectoid warriors determined to collect the population for unknown purposes. Soon after the attack, Vega's commanding officer falls in battle, forcing the young officer to embrace the responsibility of leadership for the colony's survival. Having idolized Earth's greatest hero and warrior, Commander Shepard (the central character in the Mass Effect video games), the young and idealistic Vega must now make life and the death decisions that will effect not only the lives of his squad, but the lives of every person in the colony - all of whom he has sworn to protect...",http://masseffectparagonlost.com/
Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,http://www.noahmovie.com
Avengers Confidential: Black Widow & Punisher,"When the Punisher takes out a black-market weapons dealer, he stumbles upon a far-reaching terrorist plot devised by a group known as Leviathan.",http://www.sonypictures.com/movies/avengersconfidentialblackwidowpunisher/
Takedown: The DNA of GSP,"A look at the life and career of Ultimate Fighting Champion's welterweight world champ Georges St-Pierre, also known as ""GSP"".",http://ladndegsp.com/en
April Showers,"A look inside a tragedy through the eyes of a survivor. Based on actual events, April Showers is about picking up the pieces in the direct aftermath of school violence",http://www.aprilshowersmovie.com/
